ID	CONCEPT	DOCULECT	SUBGROUP	FORM	VALUE	TOKENS	COGID	COGIDS	ALIGNMENT	MORPHEMES	BORROWING	NOTE
238	rotten	EseEjja	Tacana	-ʔiwi	-ʔiwi	ʔ i w i	4585	1436	ʔ i - w - - i	rotten		None
239	rotten	EseEjja	Tacana	-tai	-tai	t a i	4590	9257	t a i			None
240	drink	EseEjja	Tacana	iši-ka-	iši-ka-	i ʃ i + k a	1570	149 1255	i ʃ i - + k a	drink _:verbal		None
241	hunger	EseEjja	Tacana	-šoʔe	-šoʔe	ʃ o ʔ e	2934	5894	ʃ o ʔ e			None
243	suck	EseEjja	Tacana	toxo-	toxo-	t o x o	5542	1062	t o x o - - - -	chest		None
244	swallow	EseEjja	Tacana	ixia-hea-	ixia-hea-	i x i a + h e a	5579	4574 3121	i x i a + h e - a	eat drink		None
245	cook (something)	EseEjja	Tacana	kʷakʷa-nahe	kʷakʷa-nahe	kʷ a + kʷ a	1165	240 240	kʷ a kʷ a	fire fire		None
246	peel	EseEjja	Tacana	šiʔyo-	šiʔyo-	ʃ i ʔ j o	4136	8325	ʃ i ʔ j o			None
247	scrape	EseEjja	Tacana	ɗiʔi-	ɗiʔi-	ɗ i ʔ i	4692	9316	ɗ i ʔ i			None
248	mix	EseEjja	Tacana	iɲapowi-	iɲapowi-	i ɲ a p o w i	3607	7249	i ɲ a p o w i			None
249	mix	EseEjja	Tacana	wa-	wa-	w a	3604	7248	w a - -			None
250	grind	EseEjja	Tacana	taxa-ka-	taxa-ka-	t a x a + k a	2620	1522 1255	t a x a - + k a	 _:verbal		None
251	meat	EseEjja	Tacana	noe	noe	n o e	3525	1529	n o - e			None
252	meat	EseEjja	Tacana	e-yami	e-yami	j a m i	3522	7088	j a m i	meat		None
253	fruit	EseEjja	Tacana	e-xaxa	e-xaxa	x a + x a	2380	3369 3369	x a + x a	small_round_obj small_round_obj		None
254	fat (organic substance)	EseEjja	Tacana	e-sei	e-sei	s e i	1909	3862	s e - i			None
255	honey	EseEjja	Tacana	wini	wini	w i n i	2868	5746	w i n i	bee		None
256	honey	EseEjja	Tacana	widi	widi	w i d i	2868	1547	w i d i			None
257	honey	EseEjja	Tacana	eka'na	eka'na	k a + n a	2875	5750 25	k a n + a	 water		None
258	milk	EseEjja	Tacana	emaʔi	emaʔi	m a ʔ i	3593	7222	m a ʔ i			None
259	beverage	EseEjja	Tacana	axa	axa	a x a	439	856	- a x a			None
260	alcohol (fermented drink)	EseEjja	Tacana	šixe-ʔena	šixe-ʔena	ʃ i x e + ʔ e n a	7	10 1368	ʃ i x e + ʔ e n a			None
261	egg	EseEjja	Tacana	exa	exa	x a	1678	3369	x a	small_round_obj		None
262	clothes	EseEjja	Tacana	ɗaki	ɗaki	ɗ a k i	1054	1579	ɗ a k i	clothes		None
263	cloth	EseEjja	Tacana	ɗaki	ɗaki	ɗ a k i	1038	1579	- - - ɗ a k i	clothes		None
264	cotton	EseEjja	Tacana	wapehe	wapehe	w a p e h e	1206	2420	w a p e h e			None
265	spin	EseEjja	Tacana	ɓeyo-	ɓeyo-	ɓ e j o	5334	10703	ɓ e j o			None
266	spin	EseEjja	Tacana	meyo-	meyo-	m e j o	5334	10703	m e j o			None
267	weave	EseEjja	Tacana	sipi-	sipi-	s i p i	6195	12558	s - i p i	weave		None
268	sew	EseEjja	Tacana	soko-	soko-	s o k o	4785	9631	s o k o -			None
269	needle (for sewing)	EseEjja	Tacana	akʷiša	akʷiša	a kʷ i ʃ a	3842	7711	a kʷ i ʃ a			None
270	needle (for sewing)	EseEjja	Tacana	ekʷiša	ekʷiša	kʷ i ʃ a	3842	7711	kʷ i ʃ a			None
271	thread	EseEjja	Tacana	mahii	mahii	m a h i.i	5757	11607	m a h i i			None
272	belt	EseEjja	Tacana	waka'he	waka'he	w a k a + h e	400	789 1647	w a k a h e			None
273	ring	EseEjja	Tacana	e'me-ɓaxi	e'me-ɓaxi	m.ɓ a x i	4494	9070	m.ɓ a x i			None
274	ring	EseEjja	Tacana	mekana	mekana	m e + k a n a	4500	948 1653	m e + k a n a	hand_prefix ?		None
275	comb	EseEjja	Tacana	xaɓeki-	xaɓeki-	x a ɓ e + k i	1108	2223 1425	x a ɓ e k i	 go		None
276	house	EseEjja	Tacana	e'ki	e'ki	k i	2905	5836	- - - k i	house		None
277	door	EseEjja	Tacana	e-sekʷe	e-sekʷe	s e kʷ e	1542	3050	s e kʷ - e	door		None
278	roof	EseEjja	Tacana	ehamako	ehamako	h a m a k o	4550	9169	h a m a k o			None
279	roof	EseEjja	Tacana	esipi	esipi	s i p i	4557	12558	s i p i	weave		None
280	field	EseEjja	Tacana	kee	kee	k e e	1976	4002	k e - e			None
281	dig	EseEjja	Tacana	kišišaɓa-	kišišaɓa-	k i ʃ i ʃ a ɓ a	1479	2949	k i ʃ i ʃ a ɓ a			None
282	dig	EseEjja	Tacana	teo-	teo-	t e o	1491	2945	- - t e - o - -			None
283	seed	EseEjja	Tacana	e'soʔ	e'soʔ	s o ʔ	4721	3574	- - s o ( ʔ )			None
284	maize	EseEjja	Tacana	šixe	šixe	ʃ i x e	3464	6965	ʃ i x - e			None
285	grass	EseEjja	Tacana	sipone	sipone	s i p o n e	2589	5174	s i p o n e			None
286	grass	EseEjja	Tacana	tata tiyani	tata tiyani	t a t a + t i j a n i	2595	1724 5178	t a t - a + t i j a n i			None
287	plant (something)	EseEjja	Tacana	ɓana-	ɓana-	ɓ a n a	4240	8550	ɓ a n a -			None
288	root	EseEjja	Tacana	e-saxa	e-saxa	s a x a	4560	1731	s a x a			None
289	root	EseEjja	Tacana	ɓisiʔikʷi	ɓisiʔikʷi	ɓ i s i + ʔ i kʷ i	4569	3279 1399	ɓ i s i + ʔ i kʷ i	root ?		None
290	leaf	EseEjja	Tacana	iɲa	iɲa	i ɲ a	3173	1044	- i ɲ a	hair		None
291	flower	EseEjja	Tacana	šaaša	šaaša	ʃ a.a ʃ a	2181	4399	ʃ a a ʃ a			None
293	tobacco	EseEjja	Tacana	kiaʔe	kiaʔe	k i a ʔ e	5836	11769	k i a ʔ e			None
294	bark	EseEjja	Tacana	e'he	e'he	h e	229	143	h e ( - - )	skin		None
295	sweet potato, yam	EseEjja	Tacana	kʷaʔeo	kʷaʔeo	kʷ a ʔ e.o	5599	11225	kʷ a ʔ e o			None
296	sweet potato, yam	EseEjja	Tacana	waʔeo	waʔeo	w a ʔ e.o	5599	11225	w a ʔ e o			None
297	cassava	EseEjja	Tacana	exi	exi	x i	862	954	- - x i	cassava		None
298	cassava	EseEjja	Tacana	exe	exe	x e	862	1697	- - x e			None
299	pumpkin	EseEjja	Tacana	xemi	xemi	x e m i	4311	8679	x e m i			None
300	bend	EseEjja	Tacana	heaxaxa-	heaxaxa-	h e a + x a x a	415	818 9137	h e a x a x a			None
301	bend	EseEjja	Tacana	sahawiči-	sahawiči-	s a h a + w i tʃ i	424	821 1758	s a h a w i tʃ i			None
302	tie	EseEjja	Tacana	heyo-	heyo-	h e j o	5825	11744	h e j o			None
303	untie	EseEjja	Tacana	pišo-	pišo-	p i ʃ o	6004	12143	p i ʃ o - - -	untie		None
304	rope	EseEjja	Tacana	xono	xono	x o n o	4575	9228	x o n o	rope		None
305	cut	EseEjja	Tacana	hewi-	hewi-	h e w i	1314	2635	h e w i - -			None
306	cut	EseEjja	Tacana	ixiasexameeka-	ixiasexameeka-	i x i a s e x a m e e + k a	1327	2643 1255	i x i a s e x a m e e + k a	 _:verbal		None
307	axe	EseEjja	Tacana	seweša	seweša	s e w e ʃ a	167	332	s e w e ʃ a			None
308	axe	EseEjja	Tacana	ehahaha akʷi	ehahaha akʷi	h a h a h a + a kʷ i	176	340 11965	h a h a h a + a kʷ i	 tree		None
309	axe	EseEjja	Tacana	aki	aki	a k i	178	11965	a k i	tree		None
310	break (destroy or get destroyed)	EseEjja	Tacana	saha-	saha-	s a h a	647	1276	s a h - - - - a			None
311	break (destroy or get destroyed)	EseEjja	Tacana	kʷiasaxa-ki-	kʷiasaxa-ki-	kʷ i a + s a x a + k i	658	1812 1276 1425	kʷ i a s a x a + k i	 ? go		None
312	split	EseEjja	Tacana	poho-nahe	poho-nahe	p o h o	5367	1829	- - p o - h - o			None
313	tear (shred)	EseEjja	Tacana	isa-	isa-	i s a	5651	11346	- i s a			None
314	rub	EseEjja	Tacana	šexahi-	šexahi-	ʃ e x a + h i	4620	1846 1847	ʃ e x a			None
315	rub	EseEjja	Tacana	šehaxi-	šehaxi-	ʃ e h a + x i	4628	1846 1847	ʃ e h a			None
316	pull	EseEjja	Tacana	xeki-yiye-	xeki-yiye-	x e k i + j i j e	4297	1413 8650	x e k i + j i j			None
317	squeeze	EseEjja	Tacana	iɲaxasayo-	iɲaxasayo-	i ɲ a + x a s a j o	5417	2206 1733	i ɲ a + x a s a j o	push ?		None
318	squeeze	EseEjja	Tacana	iɲapowi	iɲapowi	i ɲ a + p o w i	5425	2206 1358	i ɲ a + p o w i	push ?		None
319	wash	EseEjja	Tacana	taxa-	taxa-	t a x a	6149	12429	t a x a - - - -			None
320	wash	EseEjja	Tacana	topo-	topo-	t o p o	6153	1876	t o p o - - - -			None
321	wash	EseEjja	Tacana	šakʷa-	šakʷa-	ʃ a kʷ a	6145	546	ʃ a kʷ a - - - -	wash		None
322	basket	EseEjja	Tacana	xeepi	xeepi	x e.e p i	238	1882	x e e p i			None
323	basket	EseEjja	Tacana	eha	eha	h a	247	445	h a	nest		None
324	basket	EseEjja	Tacana	ɓexepi	ɓexepi	ɓ e + x e p i	238	561 1882	ɓ e x e p i	back ?		None
325	fan (action)	EseEjja	Tacana	pee-nahe	pee-nahe	p e e + n a h e	1850	1889 1977	p e n a h e			None
326	move	EseEjja	Tacana	wewa-	wewa-	w e w a	3696	7429	w e w a			None
328	turn around	EseEjja	Tacana	poeoʔoya-	poeoʔoya-	p o + e + o ʔ o j a	5966	5005 941 406	p o + e + o ʔ o j a	go movement/diph? come_back		None
329	roll	EseEjja	Tacana	xaxa-yo-	xaxa-yo-	x a x a + j o	4535	9137 9138	x a x a + j o			None
330	lift	EseEjja	Tacana	sowa-ki-	sowa-ki-	s o w a + k i	3273	5107 1425	s o w a + k i - - - -	move_up go		None
331	lift	EseEjja	Tacana	ehayakiki	ehayakiki	h a j a + k i k i	3283	6587 1047	h a j a + k i k i			None
332	fall	EseEjja	Tacana	oke-	oke-	o k e	1829	3710	o k			None
333	fall	EseEjja	Tacana	haaɓičakiani	haaɓičakiani	h a a ɓ i tʃ a k i a n i	1840	3718	h a a ɓ i tʃ a k i a n i			None
334	throw	EseEjja	Tacana	wanaokea-	wanaokea-	w a n a o k e a	5799	11695	w a n a o k e a			None
335	shake	EseEjja	Tacana	peo-peo-	peo-peo-	p e o + p e o	4821	1302 1302	p e - - - o + p e o	shake shake		None
336	swim	EseEjja	Tacana	šokʷi-šokʷi-	šokʷi-šokʷi-	ʃ o kʷ i + ʃ o kʷ i	5609	11252 11252	ʃ o kʷ i + ʃ o kʷ i	swim swim		None
337	fly (move through air)	EseEjja	Tacana	ɓaʔe-sowa-ki-	ɓaʔe-sowa-ki-	ɓ a ʔ e + s o w a + k i	2219	1536 5107 1425	ɓ a ʔ + s o w a + k i	fly move_up go		None
338	blow (of wind)	EseEjja	Tacana	sipo-	sipo-	s i p o	547	1990	s i p o	wind		None
339	blow (of wind)	EseEjja	Tacana	woha-	woha-	w o h a	555	1067	w o h a			None
340	crawl or creep	EseEjja	Tacana	yeyoa-	yeyoa-	j e j o a	1249	2510	j e j o a			None
341	slip	EseEjja	Tacana	xapišiki-	xapišiki-	x a p i ʃ i + k i	5095	2008 1425	x a p i ʃ i k i	 go		None
342	slip	EseEjja	Tacana	xakišipiiki-	xakišipiiki-	x a + k i ʃ i + p i i + k i	5095	2749 10233 10229 1425	x a k i ʃ i p i i k i	root_xa ? ? go		None
343	jump	EseEjja	Tacana	towa-nahe	towa-nahe	t o w a	3044	2039	- - - t o w - a			None
344	jump	EseEjja	Tacana	ɓa'esowa-nahe	ɓa'esowa-nahe	ɓ a e + s o w a	3044	1536 5107	ɓ a e s o w a	fly move_up		None
345	dance	EseEjja	Tacana	maha-maha-	maha-maha-	m a h a + m a h a	1338	2675 2675	m a h a - + m a h a	dance dance		None
346	walk	EseEjja	Tacana	heo-	heo-	h e o	6118	12363	- - h e o			None
348	run	EseEjja	Tacana	kʷahi-kʷahi-	kʷahi-kʷahi-	kʷ a h i + kʷ a h i	4638	3823 3823	kʷ a h i + kʷ a h i	fast ?		None
349	run	EseEjja	Tacana	kiakʷehipaši	kiakʷehipaši	k i a + kʷ e h i + p a ʃ i	4648	3797 9343 2073	k i a + kʷ e h i + p a ʃ i	_:pref_give ? ?		None
350	go	EseEjja	Tacana	poki-	poki-	p o + k i	2503	5005 1425	p o k i	go _:verbal		None
351	go	EseEjja	Tacana	kʷa-	kʷa-	kʷ a	2502	733	kʷ a	go		None
352	go up (ascend)	EseEjja	Tacana	soa-ki-	soa-ki-	s o a + k i	2553	5107 1425	s o - a + k i	go_up _:verbal		None
353	go up (ascend)	EseEjja	Tacana	ehayakiki	ehayakiki	h a j a + k i + k i	2561	5117 1047 1425	h a j a + k i + k i	undefined _:verbal _:verbal		None
354	go down (descend)	EseEjja	Tacana	heaokea-	heaokea-	h e a + o k e a	2521	5042 2096	h e a o k e a	move go_down		None
357	go out	EseEjja	Tacana	kʷaya-	kʷaya-	kʷ a j a	2538	569	kʷ a j a			None
358	come	EseEjja	Tacana	poe-	poe-	p o + e	1129	5005 941	p o + e	go movement/diph?		None
359	come back	EseEjja	Tacana	poeoʔoya-nahe	poeoʔoya-nahe	p o + e + o ʔ o j a	1144	5005 941 406	p o + e + o ʔ o j a	go movement/diph? ?		None
360	flee	EseEjja	Tacana	pokikewaki-nahe	pokikewaki-nahe	p o k i k e + w a + k i	2132	4315 1933 1425	p o k i k e w a k i	 ? go		None
361	follow	EseEjja	Tacana	okʷepokia-	okʷepokia-	o kʷ e p o k i a	2253	4539	o kʷ e p o k i a			None
362	arrive	EseEjja	Tacana	poe-	poe-	p o + e	113	5005 941	p o + e	go movement/diph?		None
363	arrive	EseEjja	Tacana	yeka-	yeka-	j e + k a	119	183 1255	j e + k a	 _:verbal		None
364	enter	EseEjja	Tacana	ɗoɓi-ki-	ɗoɓi-ki-	ɗ o ɓ i + k i	1743	3487 1425	ɗ o ɓ i + k i	 go		None
365	carry	EseEjja	Tacana	ɗoho-	ɗoho-	ɗ o h o	849	1665	ɗ o h o			None
366	bring	EseEjja	Tacana	heki-	heki-	h e k i	721	1413	h e k i			None
367	bring	EseEjja	Tacana	xeki-	xeki-	x e k i	721	1413	x e k i			None
368	send	EseEjja	Tacana	woohea-ka	woohea-ka	w o o h e a + k a	4754	9580 1255	w o o h e a + k a	 _:verbal		None
369	send	EseEjja	Tacana	yemeena	yemeena	j e m e e n a	4763	2186	j e m e e n a			None
370	push	EseEjja	Tacana	yiyehea-	yiyehea-	j i j e h e a	4342	8752	j i j e h e a			None
371	push	EseEjja	Tacana	heakʷi	heakʷi	h e a kʷ i	4353	8756	h e a kʷ i			None
372	path	EseEjja	Tacana	exioxi	exioxi	x i o x i	4124	8302	x i o x i	path		None
373	canoe	EseEjja	Tacana	ɓi'še	ɓi'še	ɓ i ʃ e	836	1642	ɓ i ʃ e			None
374	seize	EseEjja	Tacana	iɲa-	iɲa-	i ɲ a	4728	9530	- i - ɲ - - a			None
375	thing	EseEjja	Tacana	akiana	akiana	a k i a n a	5724	11502	a + k i a n a			None
376	give	EseEjja	Tacana	kia-	kia-	k i a	2482	3797	k i - a	give		None
377	give	EseEjja	Tacana	čemo	čemo	tʃ e m o	2489	2234	tʃ e m o			None
378	look for	EseEjja	Tacana	saʔaxa-	saʔaxa-	s a ʔ a x a	3415	6855	s a ʔ a x a			None
379	buy	EseEjja	Tacana	heše-	heše-	h e ʃ e	818	1590	h e ʃ			None
380	buy	EseEjja	Tacana	xeše-	xeše-	x e ʃ e	818	1590	x e ʃ	gather		None
381	sell	EseEjja	Tacana	sosekia-	sosekia-	s o s e k i a	4739	2271	s o - s e - k i a			None
382	sell	EseEjja	Tacana	xakiaki-	xakiaki-	x a k i a + k i	4747	9559 1425	x a k i a k i	 go		None
383	behind	EseEjja	Tacana	kiiɓaaxaxe	kiiɓaaxaxe	k i i ɓ a a x a x e	359	720	k i i ɓ a a x a x e			None
384	inside	EseEjja	Tacana	e-ɗoxoho	e-ɗoxoho	ɗ o x o h o	2997	6017	ɗ o x o h o			None
385	outside	EseEjja	Tacana	e-sekʷe	e-sekʷe	s e kʷ e	4067	3050	s e kʷ e	door		None
386	below or under	EseEjja	Tacana	e-kimexexe	e-kimexexe	k i m e + x e x e	386	762 2743	k i m e x e x e			None
387	up	EseEjja	Tacana	ɓiakʷa	ɓiakʷa	ɓ ia + kʷ a	6018	12171 12173	ɓ i a + kʷ a	 up		None
388	up	EseEjja	Tacana	eyaho	eyaho	j a + h o	6026	49 12177	j a h o	sky ?		None
389	put	EseEjja	Tacana	wana-	wana-	w a n a	4363	8778	w a n - - - - - a			None
390	put	EseEjja	Tacana	iya-	iya-	i j a	4360	8782	i j a			None
391	sit	EseEjja	Tacana	ani-oke-	ani-oke-	a n i + o k	5049	1762 10098	a n i + o k	sit ?		None
392	lie down	EseEjja	Tacana	haa-	haa-	h a a	3258	1795	h a - a	cut_down		None
393	stand	EseEjja	Tacana	neki-	neki-	n e k i	5427	10877	n e k - - i			None
395	gather	EseEjja	Tacana	sexa	sexa	s e x a	2407	4841	s e x a			None
396	gather	EseEjja	Tacana	ohee-poeyo-	ohee-poeyo-	o h e e + p o e j o	2416	4847 738	o h e p o e j o			None
397	pile up	EseEjja	Tacana	iyačiča-	iyačiča-	i j a tʃ i tʃ a	4201	2374	- i j a tʃ - i tʃ a			None
398	pile up	EseEjja	Tacana	wana-	wana-	w a n a	4211	2382	w a - n a			None
399	join	EseEjja	Tacana	xačičaki-	xačičaki-	x a tʃ i + tʃ a + k i	3026	2383 2385 1425	x a tʃ i + tʃ a k i	 ? go		None
400	join	EseEjja	Tacana	xačipi	xačipi	x a tʃ i + p i	3026	2383 2386	x a tʃ i p i			None
401	separate	EseEjja	Tacana	iyape'e-	iyape'e-	i j a p e	4770	9608	i j a p e			None
402	open	EseEjja	Tacana	paahea-	paahea-	p aa h e a	4035	8116	p a  h e a			None
403	open	EseEjja	Tacana	kaʔa-peho-	kaʔa-peho-	k a ʔ a + p e h o	4045	9980 2416	k a ʔ - a - - + p e - h - o	shut ?		None
404	shut	EseEjja	Tacana	kaʔa-	kaʔa-	k a ʔ a	4984	9980	k a - ʔ a -	shut		None
405	cover	EseEjja	Tacana	paaka-	paaka-	p a.a k a	1230	8	p a a k a			None
406	cover	EseEjja	Tacana	kaʔa-	kaʔa-	k a ʔ a	1239	9980	k a ʔ a	shut		None
407	hide (conceal)	EseEjja	Tacana	kʷakišo-	kʷakišo-	kʷ a k i ʃ o	2807	5647	kʷ a k i ʃ o			None
408	hide (conceal)	EseEjja	Tacana	xakewaki-	xakewaki-	x a k e + w a + k i	2816	5653 2347 1425	x a k e w a k i	 ? go		None
409	side	EseEjja	Tacana	mihixi	mihixi	m i h i + x i	5014	1348 558	m i + h i + x i	side ?		None
410	center or middle	EseEjja	Tacana	eyesamaho	eyesamaho	j e s a m a h o	876	1743	j e s a m a h o			None
411	right	EseEjja	Tacana	ebianee	ebianee	b ia n e e	4481	2486	b i a n e e			None
412	left	EseEjja	Tacana	šani	šani	ʃ a n i	3205	6430	ʃ a n i			None
413	near	EseEjja	Tacana	-čipi	-čipi	tʃ i p i	3800	2522	tʃ i - p i			None
414	near	EseEjja	Tacana	wešaʔama	wešaʔama	w e ʃ a + ʔ a + m a	3811	2517 7145 2502	w e ʃ a + ʔ a + m a	far ? neg		None
415	far	EseEjja	Tacana	-weeša	-weeša	w e.e ʃ a	1867	2517	w e e ʃ a	far		None
416	far	EseEjja	Tacana	-ki	-ki	k i	1874	3772	- - k - - i	far		None
417	grow	EseEjja	Tacana	tii-	tii-	t i i	2639	7921	t i i	old		None
418	big	EseEjja	Tacana	-kemo	-kemo	k e m o	453	882	k e m o	big		None
419	small	EseEjja	Tacana	-ɓiso	-ɓiso	ɓ i s o	5116	10260	ɓ i - - s - o -	small		None
420	small	EseEjja	Tacana	-sisi	-sisi	s i s i	5117	345	s i s i	small		None
421	long	EseEjja	Tacana	-ʔao	-ʔao	ʔ a o	3386	2558	ʔ a - o	long		None
422	short	EseEjja	Tacana	-čiʔa	-čiʔa	tʃ i ʔ a	4931	9888	tʃ i ʔ - a -			None
423	short	EseEjja	Tacana	-kepe	-kepe	k e p e	4932	2617	k e p - e -			None
424	wide	EseEjja	Tacana	-kemo	-kemo	k e m o	6298	882	k e m o	big		None
425	narrow	EseEjja	Tacana	-ɓiso	-ɓiso	ɓ i s o	3757	10260	ɓ i s o	small		None
426	thick	EseEjja	Tacana	-'mo	-'mo	m o	5711	11474	m o			None
427	deep	EseEjja	Tacana	-ɗoe	-ɗoe	ɗ o e	1424	2837	ɗ o e			None
428	flat	EseEjja	Tacana	kea-heyo	kea-heyo	k e a + h e j o	2119	2663 2664	k e a - - + h e - j - - o			None
429	straight	EseEjja	Tacana	epinee	epinee	p i + n e e	5500	11030 2667	p i n e e	straight ?		None
430	straight	EseEjja	Tacana	-pi	-pi	p i	5500	11030	p i	straight		None
431	crooked	EseEjja	Tacana	kea-sewiwi	kea-sewiwi	k e a + s e w i w i	1259	2535 2692	k e - a + s e w i w i			None
432	crooked	EseEjja	Tacana	kea-kowiwi	kea-kowiwi	k e a + k o w i w i	1259	2535 2536	k e - a + k o w i w i			None
433	hole	EseEjja	Tacana	xani	xani	x a n i	2850	1677	x a n i	opening		None
434	one	EseEjja	Tacana	oe	oe	o e	4003	8062	o e			None
435	two	EseEjja	Tacana	ɓeka	ɓeka	ɓ e k a	5987	144	ɓ e - - k - - a	two		None
436	three	EseEjja	Tacana	e-ɓe'ka-peeximaʔ	e-ɓe'ka-peeximaʔ	ɓ e k a + p e e x i m a ʔ	5772	144 11641	ɓ e k - a + p e e x i m a ʔ	two ?		None
437	all	EseEjja	Tacana	oxaɲa	oxaɲa	o x a ɲ a	25	35	o x a ɲ a			None
438	all	EseEjja	Tacana	wasee	wasee	w a s e.e	36	39	w a s e e			None
439	many	EseEjja	Tacana	-wiso	-wiso	w i s o	3490	2733	w i s o	many		None
440	many	EseEjja	Tacana	-moo	-moo	m o o	3501	7028	m o o			None
441	few	EseEjja	Tacana	oepoxi	oepoxi	o e p o x i	1957	3967	o e p o x i			None
442	full	EseEjja	Tacana	kʷio-ka-	kʷio-ka-	kʷ i o + k a	2393	2770 1255	kʷ i - - o + k a	 _:verbal		None
443	empty	EseEjja	Tacana	emexe	emexe	m e x e	1719	3453	m e x e			None
444	empty	EseEjja	Tacana	wihohea-	wihohea-	w i h o h e a	1725	3456	w i h o h e a			None
445	only	EseEjja	Tacana	mee	mee	m e.e	4016	8087	m e e			None
446	only	EseEjja	Tacana	oe	oe	w e	4026	8087	o e			None
447	first	EseEjja	Tacana	eɓionee	eɓionee	ɓ i o + n e e	2087	4228 4233	ɓ i o n e e			None
448	new	EseEjja	Tacana	e-yakʷa	e-yakʷa	j a kʷ a	3867	7763	- j a kʷ a			None
449	young	EseEjja	Tacana	ešoʔi	ešoʔi	ʃ o ʔ i	6509	96	( - ) ʃ o ʔ i	young		None
450	old	EseEjja	Tacana	-tii	-tii	t i.i	3932	7921	t i i	old		None
451	old	EseEjja	Tacana	-čii	-čii	tʃ i.i	3932	7921	tʃ i i	old		None
453	now	EseEjja	Tacana	xeya-wa	xeya-wa	x e j a + w a	3920	7894 7892	x e j a			None
454	fast	EseEjja	Tacana	-kʷahi	-kʷahi	kʷ a h i	1889	3823	kʷ a h i	fast		None
455	finish	EseEjja	Tacana	oepoa-	oepoa-	o e p o a	2052	2868	- o e p o a			None
456	finish	EseEjja	Tacana	-pahea	-pahea	p a h e a	2062	2870	p a - h e a			None
457	day (not night)	EseEjja	Tacana	epoxa	epoxa	p o x a	1391	2874	p o x a	day		None
458	night	EseEjja	Tacana	mekaxe	mekaxe	m e k a + x e	3881	11793 1572	m e k a + x e	other_day ?		None
459	dawn	EseEjja	Tacana	xapoxaki-	xapoxaki-	x a + p o x a + k i	1373	2749 2874 350	x a p o x a k i	root_xa day _:verbal		None
460	morning	EseEjja	Tacana	mekaxe-awanee	mekaxe-awanee	m e k a + x e + a w a + n e e	3632	11793 1572 7308 2923	m e k a x e + a w a + n e e	other_day ? ? ?		None
461	evening	EseEjja	Tacana	siɲa	siɲa	s i ɲ a	1754	3522	s i ɲ a			None
462	tomorrow	EseEjja	Tacana	mekawaxe	mekawaxe	m e k a + w a + x e	5849	11793 2939 1572	m e k a w a x e	other_day ? ?		None
463	yesterday	EseEjja	Tacana	mekawaxe	mekawaxe	m e k a + w a + x e	6485	11793 11789 2957	m e k a w a x e	other_day ? ?		None
464	year	EseEjja	Tacana	kʷiao-še	kʷiao-še	kʷ i a o + ʃ e	6436	13049 2970	kʷ i a o + ʃ e - - - - -			None
465	year	EseEjja	Tacana	ešeki-aha	ešeki-aha	ʃ e k i + a h a	6440	11157 13051	ʃ e k i + a h a	sun ?		None
466	smell (stink)	EseEjja	Tacana	šiye-	šiye-	ʃ i j e	5144	10964	ʃ i j			None
467	smell (stink)	EseEjja	Tacana	šiye-ʔaxa-	šiye-ʔaxa-	ʃ i j e + ʔ a x a	5144	10964 3894	ʃ i j ʔ a x a	 negative		None
468	stinking	EseEjja	Tacana	-šiye	-šiye	ʃ i j e	5463	10964	ʃ i j e			None
469	sweet	EseEjja	Tacana	-ɓikia	-ɓikia	ɓ i k i a	5590	11203	ɓ i k i a			None
470	bitter	EseEjja	Tacana	-pase	-pase	p a s e	496	958	- p a s - - e			None
471	sour	EseEjja	Tacana	-sese	-sese	s e s e	5280	3004	s e s - - e	sour		None
472	see	EseEjja	Tacana	ɓa-nahe	ɓa-nahe	ɓ a	4707	9481	ɓ a	see		None
473	look	EseEjja	Tacana	ɓa-	ɓa-	ɓ a	3401	9481	ɓ - - a	see		None
474	shine	EseEjja	Tacana	hihi-nahe	hihi-nahe	h i h i	4862	78	h i h i	burn		None
475	bright	EseEjja	Tacana	-haʔa	-haʔa	h a ʔ a	701	1380	h a ʔ a			None
476	white	EseEjja	Tacana	-oše	-oše	o ʃ e	6272	12722	- o ʃ e - -	white		None
477	black	EseEjja	Tacana	-tewe	-tewe	t e w e	505	982	t e w - - e	black		None
478	red	EseEjja	Tacana	-woʔo	-woʔo	w o ʔ o	4417	8905	w o ʔ o			None
479	blue	EseEjja	Tacana	e-tawa	e-tawa	t a w a	563	1098	- - t - a w a	blue/green		None
480	green	EseEjja	Tacana	e-tawa	e-tawa	t a w a	2602	1098	t a w a	blue/green		None
481	yellow	EseEjja	Tacana	-hawa	-hawa	h a w a	6442	13076	- h a w a	yellow		None
482	touch	EseEjja	Tacana	napa-	napa-	n a p a	5879	3675	- n a p a			None
483	hard	EseEjja	Tacana	-kaʔa	-kaʔa	k a ʔ a	2707	3687	k a ʔ a -	hard_strong		None
484	hard	EseEjja	Tacana	kaxae	kaxae	k a x a e	2707	5407	k a x a e			None
485	soft	EseEjja	Tacana	-'po	-'po	p o	5233	3706	p o - - - -			None
486	soft	EseEjja	Tacana	-tona	-tona	t o n a	5242	10511	t o n - a -			None
487	soft	EseEjja	Tacana	-šaho	-šaho	ʃ a h o	5244	10512	ʃ a - - h o			None
488	rough	EseEjja	Tacana	-šaʔa	-šaʔa	ʃ a ʔ a	4599	3734	ʃ a - ʔ a -			None
489	sharp	EseEjja	Tacana	-šexi	-šexi	ʃ e x i	4840	3749	- ʃ e x i -			None
